uni_id,unique_id_count
5008_HTM,242
3137_HTM,242
4005_HTM,242
5035_HTM,241
3124_HTM,241
3109_HTM,240
4011_HTM,240
3119_HTM,240
3142_HTM,240
3144_HTM,240
3122_HTM,239
3106_HTM,239
3128_HTM,238
4016_HTM,238
3126_HTM,238
3111_HTM,238
3117_HTM,238
4042_HTM,237
3145_HTM,237
5028_HTM,235
1052_HTM,235
4058_HTM,232
4029_HTM,231
5003_HTM,222
5021_HTM,222
5057_HTM,222
4070_HTM,220
5004_HTM,219
4032_HTM,217
1075_HTM,216
5070_HTM,210
5020_HTM,210
1084_HTM,205
5006_HTM,203
5060_HTM,201
5056_HTM,199
4035_HTM,192
3086_HTM,191
3080_HTM,187
4031_HTM,187
4052_HTM,186
4021_HTM,184
4008_HTM,183
4006_HTM,182
4047_HTM,182
4037_HTM,181
4051_HTM,181
4069_HTM,181
4062_HTM,180
4046_HTM,180
4055_HTM,179
4002_HTM,178
4060_HTM,178
4044_HTM,178
4054_HTM,177
4043_HTM,177
4053_HTM,177
4009_HTM,175
4072_HTM,174
4026_HTM,173
4068_HTM,172
4018_HTM,172
3105_HTM,172
4050_HTM,170
4065_HTM,170
4013_HTM,169
4036_HTM,167
4020_HTM,164
4025_HTM,163
3140_HTM,163
3118_HTM,162
3101_HTM,161
3136_HTM,161
3134_HTM,161
3121_HTM,160
3113_HTM,160
3146_HTM,157
5033_HTM,155
3125_HTM,151
3147_HTM,141
3108_HTM,120
4028_HTM,117
3052_HTM,116
5046_HTM,116
5005_HTM,116
5043_HTM,115
5048_HTM,115
4041_HTM,115
5054_HTM,115
4019_HTM,115
5049_HTM,115
5065_HTM,115
3072_HTM,115
5040_HTM,114
4004_HTM,114
5045_HTM,114
4014_HTM,114
4045_HTM,114
4059_HTM,113
4038_HTM,113
4048_HTM,113
4061_HTM,112
4039_HTM,112
4027_HTM,110
4017_HTM,106
5069_HTM,105
3089_HTM,105
3065_HTM,104
5039_HTM,103
3050_HTM,103
3090_HTM,103
4001_HTM,102
4007_HTM,102
3095_HTM,101
3133_HTM,101
3130_HTM,100
3071_HTM,100
3131_HTM,99
5009_HTM,96
5038_HTM,95
5001_HTM,94
3138_HTM,93
3132_HTM,92
3103_HTM,91
3112_HTM,90
3115_HTM,89
3135_HTM,89
